parent_page_id,page_name,new_page_name,task_name,page_description,new_page_description,task_description,color,status
1,speak,spring,person,Change summer job most side.,A affect camera picture a try.,Hard under prepare explain tonight suffer.,Chartreuse,todo
1,teach,sport,store,Despite pattern law town ready out beyond.,Ground store away computer third million large trade.,Low through million yard.,SaddleBrown,todo
1,fund,tell,prevent,Now really entire candidate.,Charge model choice several hot door role upon.,First development physical happy.,White,todo
1,later,guy,particularly,Capital lead woman carry take exactly.,Speech team country magazine cup form face.,State seem night organization already manage.,Chocolate,todo
1,serious,peace,concern,Newspaper space thousand century memory serious.,Pretty learn hope surface bar enough theory.,Full sometimes computer sit.,Sienna,todo
1,such,field,rather,Whether foot during owner occur nothing.,Peace network simple place increase scientist.,Push address next loss just itself star.,SkyBlue,todo
1,certainly,owner,nearly,Professional information doctor off scientist tell main put.,Live true protect less certain team.,But rather order finally nature central.,DarkOliveGreen,todo
1,garden,form,other,Ok through total nor lot.,Center various yourself remember field goal somebody.,Large light require.,Crimson,todo
1,series,reveal,account,Might many herself cold life tree better.,Check ten resource major challenge value feel.,Hour will bag north fall first newspaper.,Navy,todo
1,senior,life,doctor,Throughout better force make perhaps other hold.,Finish happen system art enter enjoy job.,Theory employee mouth rather know single.,Gold,todo
1,major,education,choice,Newspaper degree although.,Level inside sound concern director pressure.,First Congress teach wear upon ready part.,HoneyDew,todo
1,ten,bit,hospital,Just career body successful official yes result.,Cultural force standard food south.,Give scene possible increase one occur huge will.,Yellow,todo
1,affect,rock,sea,Nor nature start region simple entire.,Type quality reach go.,Goal yourself part staff card Democrat.,Navy,todo
1,bad,site,voice,Company author result alone.,Job value vote compare.,What artist consumer yourself scene station.,BurlyWood,todo
1,store,author,between,By sure serious happen remain here.,Raise every increase meeting who.,Fight quality leader part table similar.,MediumTurquoise,todo
1,development,appear,financial,Example director ok take.,Performance over have pattern back green least.,Agent production success because challenge.,DarkOrchid,todo
1,suddenly,sell,always,Increase happy watch agree every which.,Reach detail age agency.,Look maybe star white.,DarkOrchid,todo
1,beyond,similar,four,Again half trade administration.,Moment similar note per.,Glass eat rise sign.,BurlyWood,todo
1,picture,show,tell,Road special news pay security best compare.,Candidate front unit military bring direction interesting thing.,Good statement poor.,Black,todo
1,listen,interesting,your,Heavy never project church during wife couple.,Hot must whole war opportunity.,Rock age manager sign possible window.,LightSteelBlue,todo
1,customer,drug,conference,Term administration southern.,Last room data tend their feel.,Draw machine vote relationship lay data form.,PaleVioletRed,todo
1,remember,put,baby,General order have.,Local act investment pull.,Tax answer hit.,DarkCyan,todo
1,bit,fear,exist,Resource others big inside why move me.,Result executive door service.,Throughout hotel general wife American sure.,BlanchedAlmond,todo
1,resource,card,save,Though truth case trouble.,Cultural eight be score edge.,Rock know actually several.,GreenYellow,todo
1,tend,account,girl,Oil under identify.,Parent west since but room reveal.,Player education college whose near leave series.,MintCream,todo
1,exactly,step,around,Provide positive before none five.,Great record window myself.,When bring benefit speak.,Cornsilk,todo
1,face,southern,any,Fly cell option some goal.,Cut PM system particular.,Others main key administration our speak.,DarkCyan,todo
1,require,employee,paper,Develop agree range seat writer.,Level woman tend citizen light.,Poor agree activity mention nation.,DarkTurquoise,todo
1,reason,college,bad,Commercial picture front mouth.,Baby us summer statement for.,Onto down particular themselves particular long could have.,Tomato,todo
1,likely,model,watch,Brother hear section couple fund full late.,Performance director speech word message example.,Message message cut manage.,Lime,todo
1,order,station,rule,Feel attack according cost turn quality less officer.,Girl economic knowledge response glass.,Research around people here short yeah first interview.,Maroon,todo
1,miss,sell,control,Development book move the.,Paper bad current call degree situation try.,Everybody might sure section far.,GreenYellow,todo
1,happy,throughout,news,Miss Congress a wide individual character manage.,Back improve writer century court fill.,None group figure he behind fire think.,MediumTurquoise,todo
1,consider,save,agreement,Beat recognize church write under others population.,Smile relate language summer.,Service no candidate season easy be national after.,YellowGreen,todo
1,open,look,similar,Major like explain commercial.,Wind wonder experience.,Manage city create heart watch very.,Cornsilk,todo
1,series,newspaper,sell,Free say could parent.,Affect doctor huge foot appear beyond act us.,Suffer surface economy race past.,LightGray,todo
1,answer,view,military,Page whatever detail word vote describe phone.,Young concern commercial after career interest ten.,Quickly receive black cup manager focus available.,AntiqueWhite,todo
1,environmental,popular,decide,Change director floor far three.,Guess term table.,Occur he occur perhaps where action.,LemonChiffon,todo
1,save,none,condition,Vote ahead nation stage attack sort.,Big road approach whole scene food.,Main break agreement want face product art.,Gray,todo
1,include,bill,choose,Probably budget indeed population.,Security during beautiful change.,Stay young bar only travel.,MediumTurquoise,todo
1,condition,live,support,Than girl citizen call.,Head leader individual religious major.,Congress interesting safe friend.,HotPink,todo
1,over,than,treatment,Him myself religious say think decide hundred.,Human suffer two.,Side everything base source.,DarkViolet,todo
1,result,anyone,morning,Yes among message.,Rich however near risk until office design.,Own financial morning compare avoid.,DarkSlateGray,todo
1,easy,rule,scientist,Product true themselves this discussion both.,Stage detail lot five memory establish.,Blue hear month fall season.,PaleVioletRed,todo
1,single,bag,foot,Fund cultural next particular name.,Positive official pretty bring dream huge full.,Raise or part agree suddenly represent.,LightYellow,todo
1,until,soon,born,Seat let how tough face.,American size must.,Call between until year make space knowledge.,IndianRed,todo
1,new,main,plan,Young these a which task truth wait.,Level type term pretty weight condition put.,Red wind conference page loss which.,LemonChiffon,todo
1,Mrs,end,resource,Present see region know.,Husband hotel age.,Cultural result that country.,MediumOrchid,todo
1,animal,so,sit,Standard responsibility now technology.,After yard majority look.,Degree language police process above seek.,ForestGreen,todo
1,positive,picture,people,Agree stay do blood.,Hospital wear matter it base east.,Work four sing save because.,MediumAquaMarine,todo
1,notice,shoulder,environment,Serious indeed mean my.,Strategy rich court cover record many focus.,Life again nice meet finally interest.,DeepPink,todo
1,travel,significant,upon,North successful they instead should region six.,Card production vote.,Suggest manage big sure scene arrive.,DarkBlue,todo
1,hold,beyond,different,Use fill education consumer time.,Expert power want nature too.,Focus fact best first visit.,DarkCyan,todo
1,dream,voice,fight,Simply office everyone no do.,Cause yes world sister hundred.,Stuff church third at point lead Congress.,Sienna,todo
1,property,partner,foreign,Past need matter agency.,Carry that when despite difficult.,Add pull sense soon left.,DarkSeaGreen,todo
